sex,department,status
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
male,A,rejected
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,accepted
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
female,A,rejected
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,accepted
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
male,B,rejected
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,accepted
female,B,rejected
female,B,rejected
female,B,rejected
female,B,rejected
female,B,rejected
female,B,rejected
female,B,rejected
female,B,rejected
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,accepted
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
male,C,rejected
